file_name,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy,parent_file_train,number_of_segments_train,number_of_voices_parent_train,extra_sounds_train,parent_label_train,segment_label_train,noisy_train,Notes_train
1fhp1vuk9h461_processed_3,10.0,2.913049804,,,0.1,110.1688181,79.36817277,194.6402858,524.6077286,0.211392847,0.056122108,-0.192494342,890.8816372,0.345933611,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_4,10.0,2.487264876,,,0.1,110.5723414,78.00260974,307.2429523,523.6685176,0.214079241,0.042922119,-0.166221938,675.1405714,0.252801078,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_5,10.0,3.040672783,,,0.1,110.3943543,78.62186853,325.8036284,508.0226402,0.197890528,0.050100292,-0.1660197,977.2330485,0.29341303,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_6,10.0,1.740500723,,,0.1,109.965937,79.68567966,235.2129435,336.4425696,0.216589136,0.058331382,-0.182742997,1046.988993,0.37206592,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_7,10.0,2.110922914,,,0.1,110.0162331,79.46420489,165.6651051,519.1565564,0.215351644,0.063340423,-0.199646711,844.9191928,0.352941747,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_8,10.0,2.573214408,0.3,0.1,0.1,110.0396594,78.5797833,85.04913083,519.465023,0.207629791,0.049100765,-0.203728941,715.0296748,0.288014675,1fhp1vuk9h461,10,9999,music,0,0,1,
1fhp1vuk9h461_processed_9,5.397006803,2.508022079,,,0.185288123,107.1238591,77.82891242,216.8326385,461.9360495,0.205487796,0.050594041,-0.152894868,832.4056365,0.130864719,1fhp1vuk9h461,10,9999,music,0,0,1,
1gllz957axi51_processed_0,10.0,4.161437331,0.7,0.3,0.1,100.0357108,66.93935695,254.2753618,512.0764024,0.216146453,0.031450306,-0.014468245,505.4619226,0.019678884,1gllz957axi51,18,2,,1,1,0,
1gllz957axi51_processed_1,10.0,5.65824706,0.2,0.2,0.1,101.1608283,66.23954342,248.5077247,522.2907676,0.187331384,0.024908969,-0.0113647,629.2531065,0.01674739,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_10,10.0,6.177372872,0.4,0.3,0.2,102.1732115,66.78928658,221.31682,516.592503,0.148629071,0.030137028,-0.01319814,476.84474,0.019031942,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_11,10.0,5.180133428,0.8,0.5,0.1,100.5714574,66.40333248,268.6053371,503.4573677,0.203831705,0.030753281,-0.012478288,576.1426147,0.017412971,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_12,10.0,2.974563415,0.2,0.1,0.1,97.75346679,64.31216029,190.1099186,521.7210068,0.22784483,0.032403638,-0.00852549,339.3073112,0.010747839,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_13,10.0,7.778738965,,,0.1,103.32108,64.28248257,353.6395591,378.8062228,0.196564762,0.042318744,-0.008472682,479.2940709,0.010656498,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_14,10.0,4.675416056,,,0.2,93.74506212,61.50162959,251.9237124,524.12803,0.251186401,0.035357341,-0.004750923,417.9608253,0.005620984,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_15,10.0,3.292941843,0.4,0.3,0.1,95.49213269,63.20735021,112.7513792,515.3722712,0.202564814,0.032737761,-0.006722569,376.8970428,0.008399628,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_16,10.0,1.526365766,,,0.1,95.51708543,63.07660683,102.464137,429.5989361,0.255062754,0.038131701,-0.006847592,330.8346257,0.008163238,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_17,7.933015873,4.371402384,0.630278583,0.37816715,0.126055717,97.29179406,64.4856407,409.2885788,305.6749693,0.262979255,0.040176959,-0.009035568,565.9294848,0.008879889,1gllz957axi51,18,3,cart rolling,1,1,0,
1gllz957axi51_processed_2,10.0,3.688157005,1.0,0.6,0.1,99.09445173,63.3722358,96.95350521,505.0513296,0.222281107,0.036742041,-0.005295135,521.7824643,0.008781848,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_3,10.0,4.049002341,0.6,0.5,0.1,95.69851554,63.40154742,291.5222869,490.5153004,0.206167953,0.026070561,-0.006829516,564.2708577,0.008706605,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_4,10.0,3.014563335,0.2,0.1,0.1,96.46933861,63.45224385,230.4134834,523.7850664,0.203757663,0.033559689,-0.006992437,454.0759597,0.008806022,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_5,10.0,4.584673096,1.5,1.0,0.1,97.07871342,65.09190448,137.7534651,506.4593136,0.222986423,0.018662754,-0.010178885,518.3583997,0.012936678,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_6,10.0,4.157343515,0.5,0.4,0.1,102.2680859,64.74231163,298.871174,429.5486104,0.096185192,0.02999131,-0.008052045,361.576228,0.011897844,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_7,10.0,2.447402561,0.9,0.7,0.1,93.77132232,63.76335676,254.8092494,518.9292032,0.216668682,0.038931756,-0.007254829,906.8272813,0.009500877,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_8,10.0,5.245668628,,,0.2,102.2377619,65.16143744,260.6498458,511.8107381,0.0943029,0.032208349,-0.008307019,688.4369392,0.013446071,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_9,10.0,3.924150836,,,0.1,104.2708497,66.33952934,234.6507722,520.0333419,0.215488765,0.022525636,-0.013109586,916.8495435,0.01727011,1gllz957axi51,18,3,cart rolling,1,1,0,
1heuq337bax51_processed_0,10.0,0.460086171,,,0.1,105.8026251,72.65411583,353.7157777,509.717933,0.211710524,0.053791029,-0.037917668,849.9678137,0.073696445,1heuq337bax51,2,9999,,1,1,1,
1heuq337bax51_processed_1,4.677006803,-0.333291816,,,0.213812273,104.07464,71.17160619,149.326891,522.1065364,0.283151532,0.060471885,-0.027648666,840.5,0.024538244,1heuq337bax51,2,9999,,1,1,1,
1i7dlddqqa661_processed_0,10.0,7.01309652,1.2,1.0,0.1,110.1883761,74.41711587,129.8568608,510.6928607,0.165826803,0.042174194,-0.067123516,1711.757398,0.129464676,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_1,10.0,6.299145567,1.1,0.7,0.1,109.3571514,76.27088557,126.8874978,508.1920183,0.139589794,0.032102884,-0.103912916,1874.038068,0.173796055,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_2,10.0,5.980898965,,,0.1,110.3723959,77.50963304,368.4848054,512.2101222,0.167466963,0.04012747,-0.079549982,2165.983317,0.234362709,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_3,10.0,5.042215616,1.6,0.8,0.1,111.513002,76.37290763,318.2207885,493.6175929,0.155431529,0.034536309,-0.076392033,2116.22191,0.178536257,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_4,10.0,7.367196113,,,0.1,109.7734896,74.56804539,163.3331825,510.333488,0.156807162,0.027526072,-0.074749745,1497.790847,0.117559717,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_5,10.0,7.467374914,3.4,2.2,0.1,106.9848259,74.73336132,112.4620015,509.4372694,0.144814507,0.030403394,-0.080271774,1459.451321,0.121300275,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_6,10.0,7.08839029,1.6,0.9,0.1,110.4361451,75.40885022,279.1715788,498.0107375,0.166345279,0.042882038,-0.09073999,1491.442582,0.146670961,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_7,1.36,7.076823964,5.147058824,2.205882353,0.735294118,111.5918506,82.74405462,147.2884214,470.68626,0.177824466,0.028457046,-0.463669867,984.2630089,0.107874225,1i7dlddqqa661,8,3,,1,0,0,
1jgyop26ua271_processed_0,10.0,7.57036407,0.5,0.3,2.5,99.25731136,60.72338618,172.9339622,400.3823208,0.162448101,0.023350364,-0.00330008,1090.852011,0.004732683,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_1,10.0,4.787539798,,,1.9,102.3755236,67.38473313,185.7787198,166.3136184,0.144753699,0.020621358,-0.015789889,749.9451369,0.021795796,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_2,10.0,2.459839571,,,2.6,100.5239717,62.16242997,133.9838502,425.9851965,0.127370851,0.020822755,-0.005158676,875.5108361,0.00654527,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_3,10.0,10.75126674,0.3,0.2,3.1,94.63288475,57.7701049,149.0407305,489.4748314,0.158891379,0.02942226,-0.001862433,1327.862267,0.002502793,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_4,10.0,4.740437624,,,2.9,89.96973998,54.57736576,130.5407437,523.8654748,0.163590596,0.040933444,-0.000639862,1153.259963,0.001148257,1jgyop26ua271,10,2,,0,0,0,
1jgyop26ua271_processed_5,10.0,4.721910746,0.4,0.4,2.5,93.23208134,58.15502943,136.8712517,123.0769028,0.143035902,0.026392144,-0.00176096,1555.350124,0.002625474,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_6,10.0,12.34956184,,,2.5,105.2670476,67.63648334,160.2868921,494.4954379,0.123405792,0.020295285,-0.015915058,1188.700282,0.023081835,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_7,10.0,8.073330948,1.5,0.9,1.3,103.8729493,68.3240566,192.7058432,456.3968906,0.14524158,0.021833235,-0.018043823,953.3895619,0.027038402,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_8,10.0,10.59259281,1.0,1.1,1.3,98.89155388,65.80272082,162.7693643,370.7729937,0.123722844,0.026166284,-0.010929481,1117.619699,0.015133175,1jgyop26ua271,10,3,,0,0,0,
1kh22bpjyyq61_processed_1,10.0,4.319473562,0.4,0.2,0.1,105.4637721,71.49350365,142.9238753,486.3325275,0.193201486,0.035465113,-0.035757219,1148.886158,0.056290701,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_10,10.0,3.940515526,3.4,3.2,0.1,104.8258166,73.64147329,223.2506956,513.3136402,0.155348911,0.023309477,-0.052425328,2391.871611,0.09207829,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_11,10.0,4.846679419,0.8,0.6,0.1,105.425575,69.37710843,134.1414844,519.6126312,0.205825662,0.031387909,-0.021536495,684.1880998,0.035199715,1kh22bpjyyq61,88,3,honk,3,0,0,
1kh22bpjyyq61_processed_12,10.0,3.656761198,1.1,1.0,0.1,105.4125558,70.25452353,122.5767067,443.0566466,0.184344596,0.052648153,-0.025341281,1691.862833,0.042709399,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_13,10.0,3.427930804,,,0.1,94.63404165,61.27072293,117.666753,90.70372014,0.231893027,0.076913259,-0.004038664,961.9122337,0.005346869,1kh22bpjyyq61,88,0,music,3,0,0,
1kh22bpjyyq61_processed_14,10.0,4.54486713,,,0.2,105.5012688,68.5416682,118.3405836,355.4304032,0.206401674,0.042317276,-0.019319938,2081.106503,0.029183339,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_15,10.0,4.829458707,0.5,0.3,0.1,102.1336003,64.14162194,127.1136162,330.9864161,0.211232033,0.052466262,-0.007449662,1112.221174,0.010334646,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_16,10.0,7.694395294,1.6,1.0,0.1,108.3561544,74.5031785,169.8094579,501.7493556,0.14989041,0.032071514,-0.075026314,1032.318001,0.112305434,1kh22bpjyyq61,88,3,music,3,0,0,
1kh22bpjyyq61_processed_17,10.0,8.258840496,0.8,0.6,0.1,107.4595903,74.44525521,180.6339771,329.5734387,0.138322727,0.02402814,-0.065603039,1451.028621,0.110743388,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_18,10.0,7.539290959,0.3,0.2,0.1,104.7216746,71.65243433,148.3808941,196.0254475,0.163801383,0.029551284,-0.040006798,875.5358292,0.0582059,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_19,10.0,6.006585029,3.5,2.3,0.1,105.9029119,74.10879559,120.3905899,455.6821593,0.167402163,0.036780476,-0.067012016,1059.535566,0.102545929,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_2,10.0,5.343991623,0.9,0.8,0.1,106.3699781,69.10754674,272.8984533,456.8448193,0.200224329,0.034207434,-0.02242042,799.8565026,0.032503437,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_20,10.0,4.573062773,,,0.1,105.0356449,68.17682559,121.6842163,423.8404779,0.189907648,0.083860368,-0.016261674,1303.843828,0.026182715,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_21,10.0,2.781935519,,,0.1,102.5985582,65.62451208,122.8139023,188.2388158,0.211644336,0.052472288,-0.008487006,1600.212869,0.015128579,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_22,10.0,5.688800923,0.9,0.5,0.1,103.0630015,71.06715945,124.2703885,174.1238497,0.188176114,0.032747707,-0.034878141,1139.563705,0.050894288,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_23,10.0,5.426845542,1.4,0.9,0.1,106.7809098,70.75946867,134.2797044,389.1390635,0.183330198,0.044235216,-0.033868571,727.8261792,0.047485346,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_25,10.0,6.568990029,1.5,1.0,0.2,106.9630629,71.62096759,160.0042171,467.8835516,0.163706074,0.04011366,-0.037530121,1314.290974,0.057991477,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_26,10.0,7.622272889,2.2,1.4,0.1,106.9126416,73.84915533,175.2590412,368.3290527,0.145339668,0.028933201,-0.056903745,1086.153295,0.096547179,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_27,10.0,5.782421573,1.2,0.9,0.1,105.641172,73.96037321,158.8083303,518.5607565,0.142497474,0.035446649,-0.069914121,878.9099075,0.09927409,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_28,10.0,5.268897632,,,0.1,102.5486978,66.38678139,112.3675901,457.997891,0.201252291,0.036158136,-0.012566748,1039.591014,0.017547177,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_29,10.0,5.359789177,1.4,0.7,0.2,99.89769723,66.34831243,122.8756274,191.6419816,0.179839618,0.036634073,-0.012496706,936.9690475,0.01747077,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_3,10.0,5.134343755,,,0.1,106.0046976,72.7482188,134.1468966,413.7451817,0.169636536,0.032998354,-0.049341524,1657.597193,0.075390899,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_30,10.0,3.797575942,0.5,0.2,0.1,103.4585496,66.98266577,120.5435962,352.3459925,0.203671274,0.057133339,-0.01414462,1074.206558,0.019925996,1kh22bpjyyq61,88,1,music,3,0,0,
1kh22bpjyyq61_processed_31,10.0,6.729416473,1.3,0.9,0.1,106.3448681,71.3998551,141.4068578,465.4678763,0.170113778,0.025701003,-0.036584723,1047.738788,0.055007687,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_33,10.0,6.327384717,1.0,0.6,0.8,105.4744302,71.88881789,310.0677999,521.5962028,0.187605165,0.030380492,-0.034386964,949.8655245,0.061589722,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_34,10.0,7.757101576,,,0.5,105.2469398,69.86991538,411.1232827,519.562285,0.158266855,0.032979337,-0.018731085,1262.979991,0.039121996,1kh22bpjyyq61,88,3,siren,3,2,0,
1kh22bpjyyq61_processed_35,10.0,8.371362338,0.6,0.5,0.1,106.826117,72.50103919,281.0441106,488.7635321,0.154121199,0.022227457,-0.040758399,794.0580866,0.070794097,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_36,10.0,7.709437578,0.7,0.7,0.1,107.9756915,74.83631035,199.1245133,348.0982476,0.146409473,0.0271352,-0.078258852,980.1822429,0.121757827,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_37,10.0,6.739793778,1.3,0.9,0.1,106.7145706,71.07424017,123.1055183,265.217182,0.162137423,0.033522286,-0.03551015,867.4880277,0.051485986,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_38,10.0,2.602693895,0.5,0.1,0.1,104.2003204,69.57594365,134.2087705,496.9214461,0.208939926,0.052027247,-0.023595803,1616.358458,0.036163013,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_4,10.0,6.627781073,0.7,0.2,0.1,106.7655234,72.93576153,202.354106,495.1732821,0.140397447,0.028056584,-0.050237973,1294.196463,0.078901535,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_40,10.0,2.934526101,0.5,0.3,0.1,105.8340875,73.51620589,291.0591972,522.6943116,0.193206874,0.039349557,-0.056558912,1320.264342,0.090189211,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_44,10.0,5.023476712,2.5,1.6,0.1,108.1029154,73.35802742,276.8786538,334.3677552,0.163260518,0.023867072,-0.0553083,1512.711771,0.086348093,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_45,10.0,2.439230537,,,0.1,105.3022347,70.1322075,228.4931809,520.4894396,0.203239931,0.03287176,-0.022258833,1317.914984,0.041090124,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_46,10.0,7.282414075,3.1,2.2,0.1,107.3721468,74.94186742,179.5233092,492.7953083,0.156523184,0.024082263,-0.079955524,1055.036795,0.124526459,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_47,10.0,5.961153055,1.8,0.9,0.1,105.3598313,71.66420607,172.121312,524.6240915,0.159327453,0.031521701,-0.037044384,1950.092292,0.058327905,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_48,10.0,5.182435889,0.5,0.2,0.1,108.3960219,73.26621368,226.0813007,519.6804554,0.170126492,0.03005373,-0.053893635,2123.120026,0.084448887,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_5,10.0,5.977982101,1.7,1.5,0.1,105.2110545,71.72687059,252.0781385,515.7740999,0.19855879,0.030777211,-0.034342005,1001.551405,0.059817495,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_50,10.0,8.298610148,4.1,3.6,0.2,107.4293369,75.39348938,173.2606075,515.7295258,0.13998603,0.026055635,-0.084649454,1161.682662,0.138159109,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_51,10.0,7.466955297,2.2,2.0,0.1,103.9443636,71.65395837,137.8075104,443.3229843,0.137957972,0.030890236,-0.03959887,1272.302444,0.059054703,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_52,10.0,7.154604697,2.4,1.8,0.1,107.0331855,71.89680345,143.9165653,183.0481573,0.145026643,0.032891803,-0.039419692,1922.624795,0.062258359,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_54,10.0,5.082884492,,,0.1,104.4521531,71.67942094,261.6979622,495.3890658,0.193155754,0.035697904,-0.037582722,1022.320732,0.058977373,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_56,10.0,5.562496952,2.0,1.4,0.1,105.7112024,73.52970951,179.4872885,240.112867,0.165774083,0.026990842,-0.056931005,1175.653846,0.08982252,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_57,10.0,5.864898882,1.1,0.9,0.1,107.0796361,74.10248647,177.92604,496.4112032,0.148071561,0.032265855,-0.063954362,1270.153031,0.102393251,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_58,10.0,6.493637808,0.9,1.0,0.1,107.2990387,73.73892641,282.5070512,358.1750903,0.142351889,0.022922803,-0.050550085,2069.284732,0.094256711,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_59,10.0,6.761971177,1.7,1.4,0.1,107.8874942,73.95131304,275.3706283,517.8977291,0.141075726,0.023215533,-0.058965506,921.398301,0.10056084,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_6,10.0,6.440262711,1.3,1.0,0.1,105.3101014,72.82517203,146.8464082,315.6783482,0.168011457,0.027346558,-0.048902693,1205.870591,0.076497246,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_60,10.0,6.314308565,0.5,0.4,0.1,105.3533934,71.80590711,291.5840495,454.7453499,0.158407078,0.026421811,-0.033712138,1149.485994,0.0610566,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_7,10.0,5.600741985,0.7,0.5,0.1,104.3299151,70.45486568,212.7611046,503.872069,0.19802375,0.036060396,-0.021949233,948.3159478,0.045680324,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_72,10.0,4.517092842,2.2,1.9,0.1,105.1041521,72.88462045,264.3383925,518.6027935,0.202894853,0.035049771,-0.046516321,789.7342677,0.077357333,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_73,10.0,10.6175195,2.1,1.4,0.1,104.8584703,70.10932651,259.9765052,506.3318726,0.171938333,0.025686029,-0.025311277,730.8253599,0.041054815,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_77,10.0,6.233254319,1.1,0.7,0.2,106.8879905,73.62453298,160.753592,509.6793478,0.148271928,0.021241972,-0.057444129,2239.513231,0.091691364,1kh22bpjyyq61,88,3,cart rolling,3,2,0,
1kh22bpjyyq61_processed_81,10.0,10.55540917,2.2,1.7,0.5,109.394642,74.92959682,338.2233545,457.6273778,0.128328408,0.028650696,-0.06680899,1203.371274,0.124078644,1kh22bpjyyq61,88,3,sirens,3,2,0,
1kh22bpjyyq61_processed_82,10.0,7.271194767,1.9,1.4,0.1,107.2547057,74.3703425,203.2036172,513.9174895,0.170851772,0.030394524,-0.071495413,948.0410229,0.108873972,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_84,10.0,6.162941163,3.3,1.9,0.1,109.2002594,73.04312067,119.2491415,383.5041731,0.149716087,0.028258515,-0.057461981,1261.105503,0.081004444,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_85,10.0,5.539221867,2.3,1.4,0.1,103.9718915,70.48657527,129.1988468,514.9646146,0.180540402,0.033579348,-0.029047255,1156.034205,0.044534952,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_86,10.0,6.15881457,2.4,1.6,0.1,107.3265251,73.85268221,156.3431852,513.5646652,0.160806953,0.028110128,-0.059881424,1173.95431,0.097176221,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_87,6.72,4.248042584,0.595238095,0.446428571,0.148809524,104.4463458,72.30123999,182.3753275,425.9539829,0.168467376,0.03386992,-0.042768509,753.350932,0.045373409,1kh22bpjyyq61,88,3,,3,1,0,
1mgi6q333gz51_processed_0,10.0,6.081654886,3.5,2.3,0.1,109.5901307,77.82952843,169.2475877,357.866527,0.146824215,0.022899009,-0.13592978,1299.120118,0.241360944,1mgi6q333gz51,4,2,,3,3,0,
1mgi6q333gz51_processed_1,10.0,6.715549983,2.9,1.9,0.1,109.5246637,77.59659567,197.8157562,432.213443,0.154154357,0.021249624,-0.126289351,1262.855025,0.229242213,1mgi6q333gz51,4,2,,3,3,0,
1mgi6q333gz51_processed_2,10.0,3.789177851,2.6,1.9,0.1,109.3444846,78.04684707,146.2866607,510.0071233,0.171418914,0.02068935,-0.157512049,847.2935442,0.253991737,1mgi6q333gz51,4,2,,3,2,0,
1mgi6q333gz51_processed_3,4.137006803,1.07520527,0.483442108,0.241721054,0.241721054,108.9246088,78.14103272,319.5884227,407.6191201,0.191298402,0.034454513,-0.175492677,631.9418298,0.106465688,1mgi6q333gz51,4,2,,3,1,0,
1n46zdfwjje71_processed_0,10.0,2.94874324,,,0.1,104.4595522,73.89103059,330.8834561,498.0971135,0.174242296,0.02207746,-0.063459999,1091.776759,0.097998442,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_1,10.0,2.069892132,,,0.1,104.8919806,73.48132403,266.2093291,521.2330857,0.1896911,0.028381425,-0.05955409,642.0496108,0.08897411,1n46zdfwjje71,14,3,,2,1,0,
1n46zdfwjje71_processed_10,10.0,4.291029546,,,0.1,105.0920676,73.21476299,266.1701719,495.4148563,0.204988805,0.03498739,-0.047151966,932.2953242,0.083795512,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_11,10.0,3.646694571,,,0.1,104.0692493,71.47884975,192.8433613,478.2200249,0.20113851,0.032772692,-0.029514678,1103.748488,0.056060179,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_12,10.0,2.146977865,,,0.1,104.8958813,72.87110751,356.096332,511.8926373,0.21650713,0.026460492,-0.051308573,854.1666667,0.077144617,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_13,5.757006803,2.128814561,1.910717388,1.563314226,0.173701581,104.772729,73.24012906,315.8266886,492.9501802,0.215985018,0.028785657,-0.049312782,732.9661712,0.048264288,1n46zdfwjje71,14,2,,2,2,0,
1n46zdfwjje71_processed_2,10.0,1.510495869,,,0.1,103.8245361,72.79226149,304.8625126,520.6286654,0.197307133,0.041119201,-0.053550167,541.8769751,0.076229289,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_3,10.0,2.305227866,0.2,0.1,0.1,105.6179022,73.85190552,385.8469094,515.8007431,0.211700481,0.029527941,-0.062405804,761.0421056,0.09671381,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_4,10.0,0.838076469,0.4,0.1,0.1,104.2652448,73.1054628,332.3380112,505.7617731,0.218206951,0.035600606,-0.057950425,573.9932019,0.081702773,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_5,10.0,1.174020978,,,0.1,105.3572212,74.68255151,323.5630234,515.9954886,0.20817386,0.030453388,-0.085978278,567.7699019,0.11719937,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_6,10.0,-0.688167997,,,0.1,105.3526535,76.14097346,325.3307173,512.2486092,0.228887917,0.030106495,-0.120656684,752.3194883,0.164644553,1n46zdfwjje71,14,1,,2,1,0,
1n46zdfwjje71_processed_7,10.0,-0.238517707,,,0.1,106.4677338,77.00098419,338.3090948,335.7895697,0.220903365,0.030730463,-0.145175643,684.6879633,0.200380794,1n46zdfwjje71,14,3,,2,1,0,
1n46zdfwjje71_processed_8,10.0,3.965205695,,,0.1,103.7481317,72.479394,213.4531195,490.9369179,0.201056414,0.035142016,-0.045608411,816.1520511,0.070934651,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_9,10.0,3.593813189,,,0.2,104.2960708,72.87655656,367.5601224,520.0779906,0.198201198,0.024871717,-0.042728776,916.2247142,0.077192386,1n46zdfwjje71,14,3,,2,2,0,
